,Time,Name,Tweet_status,Text,Length,Location,polarity
151,2019-09-08 06:00:38,vikarsy,Retweet,#isro #chandrayaan  move letter young boy #kashmir write isro chief   it hurt lose connection  cannot commun someon  or something  close you ,21,Jammu And Kashmir,positive
152,2019-09-08 06:00:39,harinathghn,Retweet,struggl with broken chappals  thi man ha reach the #sivan  the highest servic institut of thi countri   #isro  siwan sir  when you have alway rais the head of the country  how will we let your head bow today  we will join you will stand     # jai hind    #isropergarvhai # chandrayaan  # jayshreeram,52,धर्म&देश को बचाना ही धर्म है,negative
153,2019-09-08 06:00:40,JyotiRa62950051,Retweet,#isropergarvhai #teamindia #delhi #isro #metooindia #metoo tughlki decre of  mi right  organ to told shami out of the team  wow mohammed  whi should bcci exclud   mdshami    neither shami ha done anyth wrong nor bcci is afraid of womenists ,38,"Jabalpur, India",negative
154,2019-09-08 06:00:42,theshubhashish,Retweet,congratul team #isro incred work chandrayaan   moon mission  passion  amp  dedic inspir everi indian  work vain  laid foundat mani path break  amp  ambiti indian space missions    ,26,"20.264658,85.846436",positive
155,2019-09-08 06:00:42,Maazbintariq5,Tweet,dear #isro  minist fucktard troll  we r sorri loss  kudo trying  though  we r blind hatr mock incent progress space mission  neither one person portray whole country  values  regards ,29,Karachi,negative
156,2019-09-08 06:00:43,Vinod13101945,Retweet,So what happened  parted  but if you were happy  then what happened  the way wa turned  if you went with some distance  will meet again at some point  whatev is left will be the thing  will meet again sometim        # chandrayaan  #isro #indiaonthemoon # chandrayaan ,45,गुरु ग्राम भारत,positive
157,2019-09-08 06:00:43,ShrishtySharma,Tweet,no  all  even emot show dedic  amp  love country  truli gem   r lucki live countri PM consol chief scientist like son  #proudofisro #jaihind  ,23,India,positive
158,2019-09-08 06:00:43,rashmisrkfan,Retweet,well written     ,2,"Delhi, India",positive
159,2019-09-08 06:00:44,priteshpdedhia,Retweet,#isro love    realli made us proud   ,6,Silicon City of India.,positive
160,2019-09-08 06:00:44,IndiainDetails,Tweet,pakistan jealou #isro  foreign media reaction #chandrayaan  #moonland #chandrayaan land #isromiss,11,,negative
161,2019-09-08 06:00:45,_AlwayzRight_,Tweet,bunch idiots ,2,,negative
162,2019-09-08 06:00:45,sandeep98261779,Retweet,It may be that the seventh phase of chakravyuh is slightli delay to penetrate  but by break the   stages  make our own histori around the world make someon  abhimanyu   ha given a messag to the world that the   st centuri is go to be india only  My salut to all the hard work and dedication  #isro,56,katrathal sikar india,positive
163,2019-09-08 06:00:45,bipinbhimani,Retweet,sorri dear indians  pakistanis  feel asham someon like #fawadchaudhari scienc technolog minister  wish #isro best space endeavors  truli incred job  good wish pakistan ,23,,positive
164,2019-09-08 06:00:47,BhartiyaGarvit,Retweet,#usa thumb up   we congratul #isro incred effort #chandrayaan   mission huge step forward india continu produc valuabl data fuel scientif advancements   alic G wells  US act assist secretari south central asia ,31,,positive
165,2019-09-08 06:00:48,rishiaggarwal_,Tweet,question  what will the poor man do  answer  poor armi will make rocket and take it to the moon and will give india prais all over the countri # seam #isro,31,"Chandigarh, India",negative
166,2019-09-08 06:00:49,BeingManaliK,Retweet,cri because   human men cri love india  amp  emotional  sentiment moment #isro hv put heart  amp  soul it   Bt sonia  chamcha understand it  btw u tell us emot bad thing   ,30,"Pune, India",negative
167,2019-09-08 06:00:49,vipin123panwar,Retweet,the last minut failur in the best effort cannot be defeated  We all stand with you in everi situation  your spirit are sticki and will continu to be sustain even further  becaus  there is more to be done   #isro #proudofisro,40,SUNHERA INDIA,positive
168,2019-09-08 06:00:50,Waseemr55068228,Retweet,thi effort of our scientist wa veri commendable  We are proud of hi tireless hard work and talent  congratul to all the scientist for their effort and best wish for the future  contact is not broken ,36,,positive
169,2019-09-08 06:00:51,AmbrishParasha,Tweet,listen today  one person want convey good wish RJ moodi reject request said  I even know spell #isro   RJ could polit respect people  emotions ,24,United States,positive
170,2019-09-08 06:00:51,JK331985,Tweet,everi child student talk #isro scientist incidence  call drama  shame emin scientist  whole congress parti drama days ,17,"New Delhi, India",positive
171,2019-09-08 06:00:53,yatinMakwana3,Tweet,brother have improv,3,"Mumbai, India",positive
172,2019-09-08 06:00:55,amazing__ak,Retweet,moon nasa welcom america moon roscosmo welcom russia moon cnsa welcom china moon jaxa welcom japan moon spaceil i ll wait israel moon #isro i ll wait india moon suparco auqaat nahi hai tumhari,34,"Jamshedpur, India",positive
173,2019-09-08 06:00:57,Rohtash29719852,Retweet,#isro vikram lander success separ #chandrayaan  orbit today  septemb                hr ist  detail pleas visit,14,,positive
174,2019-09-08 06:00:57,Maazbintariq5,Tweet,dear #isro  minist fucktard troll  we r sorri loss  kudo trying  though  we r blind hatr mock incent progress space mission  neither one person portray whole country  values  regards ,29,Karachi,negative
175,2019-09-08 06:00:58,Khurafaatihoon,Tweet,can t scroll without like tweet   feel proud man pm  #isro #chandrayaan ,12,India,positive
176,2019-09-08 06:00:59,i_Sunny92,Tweet,It is not much     the word  modi bhakta  have origin due to such idol get well soon,17,India,negative
177,2019-09-08 06:01:00,AnilKum25480855,Retweet,onli the corrupt dalli mata of gandusonghyo ha the right to cri at the feet  that the #isro chief is emot when terrorist die  it is onli a way for slave to do fun and politics ,36,,positive
178,2019-09-08 06:01:00,Anuj56194771,Retweet,aha  great thing    our maharathi sky  secret cycl will soon penetr the promis chanda mama  come back soon nephew      #proudofisro,20,India,positive
179,2019-09-08 06:01:00,RajivCh06919398,Retweet,burhan vani wa the teacher  son  who told thi     time did not say that #isro chief k k  sivan ji is the son of an illiter farmer     mean clear all doubt,31,"नोएडा, भारत",negative
180,2019-09-08 06:01:01,BhartiyaHDL,Retweet,happen good  if #chandrayaan  would success would congratul #isro move on  now happen stand behind #isro rock solid  in time advers unit that  shown world,25,,positive
181,2019-09-08 06:01:01,vikasjha1996,Retweet,now akshay kumar will not be abl to make a movi    # chandrayaan  #isro,14,"Mumbai, India",positive
182,2019-09-08 06:01:02,BHULLAR_22_,Retweet,how mani peopl are think about thi by put their hand on the heart   I wish that scientist could come and say that # chandrayaan   wa contact           #isro,28,"Mohali Sector 79, Mohali",positive
183,2019-09-08 06:01:03,ILOVEMYINDIASJ,Retweet,bhutan PM lotay tshering w proud india scientist today  #chandrayaan  saw challeng last minut courag hard work shown historical  know prime minist narendra modi i doubt #isro team make happen one day,32,,positive
184,2019-09-08 06:01:04,MrKatappa,Retweet,our #isro effort will continue  even if we have to catch sonia rahul after chidambaram    ,15,"uttarakhand, India",positive
185,2019-09-08 06:01:04,mody_viral,Retweet,don t silly  made terribl  amp  stupid mistake  rightli criticised  given dress down  shown place  amp  given lesson lifetim act entitl ass  a common problem among journos   apologis  amp  shown contrition  let  move,33,,negative
186,2019-09-08 06:01:05,AnilAgg36250102,Retweet,It is hope that by tomorrow morning  the news should come that the contact with the lender vikram ha been restor     jayasiaram #isro #proudofisro,24,India,positive
187,2019-09-08 06:01:05,vichalit_vichar,Retweet,peopl come justifi ndtv right ask questions  agre kind tone talking  #isro kill scam anyone  shown anger chidambaram DK shivkumar got arrrested  #ndtvkmkb,23,apni alag duniya mai:),positive
188,2019-09-08 06:01:06,Aakashsharma07,Tweet,the one who tri is the one who fail and the one who fail is sure to be success one day ,21,"Raipur, India",negative
189,2019-09-08 06:01:06,AnanthuKhadi,Tweet,ananthu khadi bhavan congratul isro scientist  amp  technician put hardwork chandrayan       isro      proud indian  #isro #isromiss #chandrayaan  #space ,18,"Nagercoil, India",positive
190,2019-09-08 06:01:06,padambagla,Tweet,indian alway trust u #isro #chandrayaan  hero sir  know good news come soon,13,,positive
191,2019-09-08 06:01:06,KanchanDan2,Tweet,proud india    #isro,3,,positive
192,2019-09-08 06:01:08,bijoyanand,Retweet,#chandrayaan  #isro #cartoon more  #chandrayaan land #chandrayaan themoon #chandrayaan  #isropargarvhai,10,"Mumbai, Maharashtra",positive
193,2019-09-08 06:01:09,devensbhati,Retweet,upcom #isro missions   gt  astrosat  gt  aditya L  mission  gt  gaganyaan mission  gt  mangalyaan    gt  chandrayaan   pakistan  upcom mission   gt  enter loc  gt  enter loc  gt  enter loc #proudofisro,29,India,positive
194,2019-09-08 06:01:10,RaulMunna,Retweet,#indiafail atleast tried  mani time tri go moon  mock   human proud human effort  #isro brilliant work  one day succeed  #chandrayaan ,20,"Pernem, Goa",positive
195,2019-09-08 06:01:12,ShivnyaSekhawat,Retweet,#nasa is also prais #isro   and some peopl are still do politics   # same on you ,16,"Rajasthan, India",positive
196,2019-09-08 06:01:12,SGiyanwani,Retweet,wrong men show emot public  #sivan #isro,7,"Ahmadabad City, India",negative
197,2019-09-08 06:01:13,bitchcumasss,Retweet,RT readi crowdfund anoth #isro mission  let show intern commun power  india ,12,Iraq,positive
198,2019-09-08 06:01:15,Sathish64793114,Retweet,mean must succeed singl attempt  sometim make multipl must give up  asham feder minist scienc  amp  technolog fawad Ch mock fail mission land  best luck next time,27,,positive
199,2019-09-08 06:01:15,RSS4India,Tweet,call kashmiri journalist base rajasthan enjoy perk indian citizen  want rule kashmir  circu toy best link everyth pakistani propaganda  #hypocrit,20,India,positive
200,2019-09-08 06:01:15,drbishnuhnepal,Tweet,today  tomorrow  #reachingtheunreachablemodel suggest #isro success #chandrayan  best wishes   from #nepal #himalaya,12,"Kathmandu, Nepal",positive
201,2019-09-08 06:01:16,SGarlapad,Tweet,feel  s tweeter account hack someone  it  imposs barkha appreci one act namo  hafiz sayers  fav barkha ,17,"Pune, India",positive
202,2019-09-08 06:01:16,DrRPGofficial,Tweet,you have the passion of the moon   #isro,8,"Raipur, India",positive
203,2019-09-08 06:01:17,premsagarpande,Tweet,  congress ghulamo made a mockeri of mission chandrayaan  prove that he is anti modi to anti countri  prithvi gol nahi  is flat  even such speaker are give knowledg to #isro who are cri for crook     crores  they cri will remain  the public will give money equal to mani chandrayaan on one call,52,"Mirzapur-Vindhyachal, India",negative
204,2019-09-08 06:01:17,XDTarek6,Retweet,hum hong kaamyaab Ek din  #chandrayan  taken us closer moon ever were  integr step toward ultim success  achiev phenomenal  must applauded  #isro #proudofisro #proudindian,24,,positive
205,2019-09-08 06:01:18,vedkalbende,Retweet,#isro inspir thousand young indian take science  PM read ,9,India,positive
206,2019-09-08 06:01:18,SADAFNAZ_1,Retweet,modi talk  moon let us come up  moon ans  chand per siraf insaan aa saktey hain  #isro #indiafail #chandrayaan  #indiaonthemoon  ,20,"Islamabad, Pakistan",positive
207,2019-09-08 06:01:18,manoj03gautam,Retweet,after a journey of   thousand km  a busi all day schedul in delhi at   am tomorrow  reach bengaluru after video conferenc    reach #isro again after wake up till   am  then left for mumbai  aurangabad  grow up  salut to #prime minist mr    ,41,,positive
208,2019-09-08 06:01:22,sapna_sangam,Tweet,noth call failur science  proud,5,"Hassan, India",positive
209,2019-09-08 06:01:22,Kritika99831247,Tweet,proud #isro  #,3,,positive
210,2019-09-08 06:01:23,AasefBagban_,Retweet,come #mohanbhargava mean lot  kudo,5,Jalna India,negative
211,2019-09-08 06:01:25,Mohamme03408833,Retweet,failur first step success  moon mission pan that  alright  tri best  commend effort everyon #isro make us so  proud    #chandrayaan ,20,,positive
212,2019-09-08 06:01:25,PankajT04765688,Retweet,think then  sing someth now      success  still great going  scc                 shall we ,12,"Mumbai,  India",positive
213,2019-09-08 06:01:27,imAravind264,Tweet,#isro praud you  bast  ther nath lik failur wat ded  #chandrayaan ,11,"Chennai, India",positive
214,2019-09-08 06:01:29,Maazbintariq5,Tweet,dear #isro  minist fucktard troll  we r sorri loss  kudo trying  though  we r blind hatr mock incent progress space mission  neither one person portray whole country  values  regards ,29,Karachi,negative
215,2019-09-08 06:01:29,ArifRangrej20,Retweet,proud achievements  determin hard work scientist work  contribut immens nation building ,11,,positive
216,2019-09-08 06:01:36,Nandhu41934457,Retweet,dr  kailasavadivoo sivan son farmer who  kanyakumari district reject work nasa work isro everyon proud entir team #chandrayaan      #isro #vikramland,20,,positive
